RecordID,Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value
403,Peru,F,Education,Primary,... for at least one specific reason,1/1/2012,6.1
403,Peru,F,Employment,Employed for kind,... for at least one specific reason,1/1/2012,6.9
403,Peru,F,Employment,Unemployed,... for at least one specific reason,1/1/2012,2.8
123,Peru,F,Employment,Employed for cash,... if she argues with him,1/1/2012,0.7
123,Peru,F,Employment,Employed for kind,... if she argues with him,1/1/2012,2.1
123,Peru,F,Employment,Unemployed,... if she argues with him,1/1/2012,0.6
53,Peru,F,Employment,Employed for cash,... if she burns the food,1/1/2012,0.9
53,Peru,F,Employment,Employed for kind,... if she burns the food,1/1/2012,2.2
53,Peru,F,Employment,Unemployed,... if she burns the food,1/1/2012,0.9
193,Peru,F,Employment,Employed for cash,... if she goes out without telling him,1/1/2012,1
193,Peru,F,Employment,Employed for kind,... if she goes out without telling him,1/1/2012,2.1
193,Peru,F,Employment,Unemployed,... if she goes out without telling him,1/1/2012,0.9
263,Peru,F,Employment,Employed for cash,... if she neglects the children,1/1/2012,2.1
263,Peru,F,Employment,Employed for kind,... if she neglects the children,1/1/2012,4.4
263,Peru,F,Employment,Unemployed,... if she neglects the children,1/1/2012,1.7
333,Peru,F,Employment,Employed for cash,... if she refuses to have sex with him,1/1/2012,0.6
333,Peru,F,Employment,Employed for kind,... if she refuses to have sex with him,1/1/2012,1.1
333,Peru,F,Employment,Unemployed,... if she refuses to have sex with him,1/1/2012,0.6
403,Peru,F,Marital status,Married or living together,... for at least one specific reason,1/1/2012,3.5
403,Peru,F,Marital status,Never married,... for at least one specific reason,1/1/2012,3.4
403,Peru,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,1/1/2012,3.8
123,Peru,F,Marital status,Married or living together,... if she argues with him,1/1/2012,0.8
123,Peru,F,Marital status,Never married,... if she argues with him,1/1/2012,0.9
123,Peru,F,Marital status,"Widowed, divorced, separated",... if she argues with him,1/1/2012,0.9
53,Peru,F,Marital status,Married or living together,... if she burns the food,1/1/2012,0.9
53,Peru,F,Marital status,Never married,... if she burns the food,1/1/2012,1.3
53,Peru,F,Marital status,"Widowed, divorced, separated",... if she burns the food,1/1/2012,1.4
193,Peru,F,Marital status,Married or living together,... if she goes out without telling him,1/1/2012,1.2
194,Philippines,F,Age,15-24,... if she goes out without telling him,1/1/2017,3.3
194,Philippines,F,Age,25-34,... if she goes out without telling him,1/1/2017,3.4
194,Philippines,F,Age,35-49,... if she goes out without telling him,1/1/2017,3.5
264,Philippines,F,Age,15-24,... if she neglects the children,1/1/2017,9.5
264,Philippines,F,Age,25-34,... if she neglects the children,1/1/2017,8.2
264,Philippines,F,Age,35-49,... if she neglects the children,1/1/2017,7.9
334,Philippines,F,Age,15-24,... if she refuses to have sex with him,1/1/2017,1.6
334,Philippines,F,Age,25-34,... if she refuses to have sex with him,1/1/2017,1.3
334,Philippines,F,Age,35-49,... if she refuses to have sex with him,1/1/2017,1.1
404,Philippines,F,Education,Higher,... for at least one specific reason,1/1/2017,7.5
404,Philippines,F,Education,No education,... for at least one specific reason,1/1/2017,17.5
404,Philippines,F,Education,Primary,... for at least one specific reason,1/1/2017,16.5
404,Philippines,F,Education,Secondary,... for at least one specific reason,1/1/2017,11.8
124,Philippines,F,Education,Higher,... if she argues with him,1/1/2017,1.1
194,Philippines,F,Employment,Employed for cash,... if she goes out without telling him,1/1/2017,2.5
194,Philippines,F,Employment,Employed for kind,... if she goes out without telling him,1/1/2017,5.3
194,Philippines,F,Employment,Unemployed,... if she goes out without telling him,1/1/2017,3.8
264,Philippines,F,Employment,Employed for cash,... if she neglects the children,1/1/2017,7.1
264,Philippines,F,Employment,Employed for kind,... if she neglects the children,1/1/2017,11.4
264,Philippines,F,Employment,Unemployed,... if she neglects the children,1/1/2017,9.4
265,Rwanda,F,Age,15-24,... if she neglects the children,1/1/2014,32.1
265,Rwanda,F,Age,25-34,... if she neglects the children,1/1/2014,28.2
265,Rwanda,F,Age,35-49,... if she neglects the children,1/1/2014,27.2
335,Rwanda,F,Age,15-24,... if she refuses to have sex with him,1/1/2014,24.7
335,Rwanda,F,Age,25-34,... if she refuses to have sex with him,1/1/2014,23.8
335,Rwanda,F,Age,35-49,... if she refuses to have sex with him,1/1/2014,24.8
405,Rwanda,F,Education,Higher,... for at least one specific reason,1/1/2014,11.3
405,Rwanda,F,Education,No education,... for at least one specific reason,1/1/2014,46.1
405,Rwanda,F,Education,Primary,... for at least one specific reason,1/1/2014,43.8
265,Rwanda,F,Education,No education,... if she neglects the children,1/1/2014,31.3
265,Rwanda,F,Education,Primary,... if she neglects the children,1/1/2014,30.9
265,Rwanda,F,Education,Secondary,... if she neglects the children,1/1/2014,26.8
335,Rwanda,F,Education,Higher,... if she refuses to have sex with him,1/1/2014,3.3
335,Rwanda,F,Education,No education,... if she refuses to have sex with him,1/1/2014,31.4
335,Rwanda,F,Education,Primary,... if she refuses to have sex with him,1/1/2014,26
335,Rwanda,F,Education,Secondary,... if she refuses to have sex with him,1/1/2014,18
405,Rwanda,F,Employment,Employed for cash,... for at least one specific reason,1/1/2014,40.4
405,Rwanda,F,Employment,Employed for kind,... for at least one specific reason,1/1/2014,46.1
405,Rwanda,F,Employment,Unemployed,... for at least one specific reason,1/1/2014,35.6
125,Rwanda,F,Employment,Employed for cash,... if she argues with him,1/1/2014,19.8
125,Rwanda,F,Employment,Employed for kind,... if she argues with him,1/1/2014,23.3
125,Rwanda,F,Employment,Unemployed,... if she argues with him,1/1/2014,16.9
55,Rwanda,F,Employment,Employed for cash,... if she burns the food,1/1/2014,8.5
55,Rwanda,F,Employment,Employed for kind,... if she burns the food,1/1/2014,10.7
55,Rwanda,F,Employment,Unemployed,... if she burns the food,1/1/2014,6.6
195,Rwanda,F,Employment,Employed for cash,... if she goes out without telling him,1/1/2014,21.6
195,Rwanda,F,Employment,Employed for kind,... if she goes out without telling him,1/1/2014,26
195,Rwanda,F,Employment,Unemployed,... if she goes out without telling him,1/1/2014,17.4
265,Rwanda,F,Employment,Employed for cash,... if she neglects the children,1/1/2014,27.7
265,Rwanda,F,Employment,Employed for kind,... if she neglects the children,1/1/2014,35
265,Rwanda,F,Employment,Unemployed,... if she neglects the children,1/1/2014,24.8
335,Rwanda,F,Employment,Employed for cash,... if she refuses to have sex with him,1/1/2014,24.6
335,Rwanda,F,Employment,Employed for kind,... if she refuses to have sex with him,1/1/2014,26.1
335,Rwanda,F,Employment,Unemployed,... if she refuses to have sex with him,1/1/2014,20.1
405,Rwanda,F,Marital status,Married or living together,... for at least one specific reason,1/1/2014,39.8
405,Rwanda,F,Marital status,Never married,... for at least one specific reason,1/1/2014,42.9
405,Rwanda,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,1/1/2014,43.8
125,Rwanda,F,Marital status,Married or living together,... if she argues with him,1/1/2014,19.4
125,Rwanda,F,Marital status,Never married,... if she argues with him,1/1/2014,20.9
125,Rwanda,F,Marital status,"Widowed, divorced, separated",... if she argues with him,1/1/2014,23.6
55,Rwanda,F,Marital status,Married or living together,... if she burns the food,1/1/2014,7.2
55,Rwanda,F,Marital status,Never married,... if she burns the food,1/1/2014,10
55,Rwanda,F,Marital status,"Widowed, divorced, separated",... if she burns the food,1/1/2014,13.1
195,Rwanda,F,Marital status,Married or living together,... if she goes out without telling him,1/1/2014,20.5
195,Rwanda,F,Marital status,Never married,... if she goes out without telling him,1/1/2014,23.6
195,Rwanda,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,1/1/2014,26.4
265,Rwanda,F,Marital status,Married or living together,... if she neglects the children,1/1/2014,27.8
265,Rwanda,F,Marital status,Never married,... if she neglects the children,1/1/2014,31
265,Rwanda,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,1/1/2014,31.8
335,Rwanda,F,Marital status,Married or living together,... if she refuses to have sex with him,1/1/2014,23.4
335,Rwanda,F,Marital status,Never married,... if she refuses to have sex with him,1/1/2014,24.3
335,Rwanda,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,1/1/2014,29.7
405,Rwanda,F,Residence,Rural,... for at least one specific reason,1/1/2014,45.8
405,Rwanda,F,Residence,Urban,... for at least one specific reason,1/1/2014,23.1
125,Rwanda,F,Residence,Rural,... if she argues with him,1/1/2014,22.5
125,Rwanda,F,Residence,Urban,... if she argues with him,1/1/2014,12
55,Rwanda,F,Residence,Rural,... if she burns the food,1/1/2014,10.1
55,Rwanda,F,Residence,Urban,... if she burns the food,1/1/2014,3.9
195,Rwanda,F,Residence,Rural,... if she goes out without telling him,1/1/2014,24.6
195,Rwanda,F,Residence,Urban,... if she goes out without telling him,1/1/2014,12.7
265,Rwanda,F,Residence,Rural,... if she neglects the children,1/1/2014,32.7
265,Rwanda,F,Residence,Urban,... if she neglects the children,1/1/2014,15.8
335,Rwanda,F,Residence,Rural,... if she refuses to have sex with him,1/1/2014,27.1
335,Rwanda,F,Residence,Urban,... if she refuses to have sex with him,1/1/2014,13.1
405,Rwanda,M,Age,15-24,... for at least one specific reason,1/1/2014,22.8
405,Rwanda,M,Age,25-34,... for at least one specific reason,1/1/2014,15.5
405,Rwanda,M,Age,35-49,... for at least one specific reason,1/1/2014,12.9
125,Rwanda,M,Age,15-24,... if she argues with him,1/1/2014,6.9
125,Rwanda,M,Age,25-34,... if she argues with him,1/1/2014,4.9
125,Rwanda,M,Age,35-49,... if she argues with him,1/1/2014,3.6
265,Rwanda,M,Education,Higher,... if she neglects the children,1/1/2014,3.9
265,Rwanda,M,Education,No education,... if she neglects the children,1/1/2014,14.9
265,Rwanda,M,Education,Primary,... if she neglects the children,1/1/2014,12.3
265,Rwanda,M,Education,Secondary,... if she neglects the children,1/1/2014,12.4
405,Rwanda,M,Employment,Employed for cash,... for at least one specific reason,1/1/2014,17.2
405,Rwanda,M,Employment,Employed for kind,... for at least one specific reason,1/1/2014,19.1
405,Rwanda,M,Employment,Unemployed,... for at least one specific reason,1/1/2014,20.1
265,Rwanda,M,Employment,Employed for cash,... if she neglects the children,1/1/2014,11.8
265,Rwanda,M,Employment,Employed for kind,... if she neglects the children,1/1/2014,12.8
265,Rwanda,M,Employment,Unemployed,... if she neglects the children,1/1/2014,13.7
267,Senegal,F,Age,15-24,... if she neglects the children,1/1/2017,35.4
267,Senegal,F,Age,25-34,... if she neglects the children,1/1/2017,34.9
267,Senegal,F,Age,35-49,... if she neglects the children,1/1/2017,35.8
337,Senegal,F,Age,15-24,... if she refuses to have sex with him,1/1/2017,33.1
337,Senegal,F,Age,25-34,... if she refuses to have sex with him,1/1/2017,35.6
337,Senegal,F,Age,35-49,... if she refuses to have sex with him,1/1/2017,37.8
407,Senegal,F,Education,Higher,... for at least one specific reason,1/1/2017,9.7
407,Senegal,F,Education,No education,... for at least one specific reason,1/1/2017,59
407,Senegal,F,Education,Primary,... for at least one specific reason,1/1/2017,39.5
407,Senegal,F,Education,Secondary,... for at least one specific reason,1/1/2017,34
127,Senegal,F,Education,Higher,... if she argues with him,1/1/2017,2.9
127,Senegal,F,Education,No education,... if she argues with him,1/1/2017,48.6
127,Senegal,F,Education,Primary,... if she argues with him,1/1/2017,29.6
127,Senegal,F,Education,Secondary,... if she argues with him,1/1/2017,22.9
57,Senegal,F,Education,Higher,... if she burns the food,1/1/2017,1.4
57,Senegal,F,Education,No education,... if she burns the food,1/1/2017,30.9
337,Senegal,F,Education,No education,... if she refuses to have sex with him,1/1/2017,50.7
337,Senegal,F,Education,Primary,... if she refuses to have sex with him,1/1/2017,28.3
337,Senegal,F,Education,Secondary,... if she refuses to have sex with him,1/1/2017,19.4
407,Senegal,F,Employment,Employed for cash,... for at least one specific reason,1/1/2017,42.7
407,Senegal,F,Employment,Employed for kind,... for at least one specific reason,1/1/2017,55.8
407,Senegal,F,Employment,Unemployed,... for at least one specific reason,1/1/2017,45.7
127,Senegal,F,Employment,Employed for cash,... if she argues with him,1/1/2017,32.4
127,Senegal,F,Employment,Employed for kind,... if she argues with him,1/1/2017,46.2
127,Senegal,F,Employment,Unemployed,... if she argues with him,1/1/2017,35.1
57,Senegal,F,Employment,Employed for cash,... if she burns the food,1/1/2017,20.3
57,Senegal,F,Employment,Employed for kind,... if she burns the food,1/1/2017,28.6
57,Senegal,F,Employment,Unemployed,... if she burns the food,1/1/2017,21.9
197,Senegal,F,Employment,Employed for cash,... if she goes out without telling him,1/1/2017,30.9
197,Senegal,F,Employment,Employed for kind,... if she goes out without telling him,1/1/2017,44
197,Senegal,F,Employment,Unemployed,... if she goes out without telling him,1/1/2017,32.1
267,Senegal,F,Employment,Employed for cash,... if she neglects the children,1/1/2017,32.8
267,Senegal,F,Employment,Employed for kind,... if she neglects the children,1/1/2017,44.7
267,Senegal,F,Employment,Unemployed,... if she neglects the children,1/1/2017,35
337,Senegal,F,Employment,Employed for cash,... if she refuses to have sex with him,1/1/2017,33.4
337,Senegal,F,Employment,Employed for kind,... if she refuses to have sex with him,1/1/2017,44.6
337,Senegal,F,Employment,Unemployed,... if she refuses to have sex with him,1/1/2017,33.9
407,Senegal,F,Marital status,Married or living together,... for at least one specific reason,1/1/2017,50.9
407,Senegal,F,Marital status,Never married,... for at least one specific reason,1/1/2017,36.4
407,Senegal,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,1/1/2017,34.5
127,Senegal,F,Marital status,Married or living together,... if she argues with him,1/1/2017,41.1
127,Senegal,F,Marital status,Never married,... if she argues with him,1/1/2017,25.2
127,Senegal,F,Marital status,"Widowed, divorced, separated",... if she argues with him,1/1/2017,23.8
57,Senegal,F,Marital status,Married or living together,... if she burns the food,1/1/2017,26
57,Senegal,F,Marital status,Never married,... if she burns the food,1/1/2017,14.9
57,Senegal,F,Marital status,"Widowed, divorced, separated",... if she burns the food,1/1/2017,14.5
197,Senegal,F,Marital status,Married or living together,... if she goes out without telling him,1/1/2017,39.1
197,Senegal,F,Marital status,Never married,... if she goes out without telling him,1/1/2017,22.2
197,Senegal,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,1/1/2017,22.3
267,Senegal,F,Marital status,Married or living together,... if she neglects the children,1/1/2017,40.2
267,Senegal,F,Marital status,Never married,... if she neglects the children,1/1/2017,26.7
267,Senegal,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,1/1/2017,24.5
337,Senegal,F,Marital status,Married or living together,... if she refuses to have sex with him,1/1/2017,42.7
337,Senegal,F,Marital status,Never married,... if she refuses to have sex with him,1/1/2017,20.3
337,Senegal,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,1/1/2017,27.1
407,Senegal,F,Residence,Rural,... for at least one specific reason,1/1/2017,59.7
407,Senegal,F,Residence,Urban,... for at least one specific reason,1/1/2017,31.6
127,Senegal,F,Residence,Rural,... if she argues with him,1/1/2017,49.2
127,Senegal,F,Residence,Urban,... if she argues with him,1/1/2017,21.5
57,Senegal,F,Residence,Rural,... if she burns the food,1/1/2017,30.9
337,Senegal,F,Residence,Rural,... if she refuses to have sex with him,1/1/2017,50.5
407,Senegal,M,Education,No education,... for at least one specific reason,1/1/2017,33.2
407,Senegal,M,Education,Primary,... for at least one specific reason,1/1/2017,27.6
407,Senegal,M,Education,Secondary,... for at least one specific reason,1/1/2017,26.7
127,Senegal,M,Education,Higher,... if she argues with him,1/1/2017,3.3
127,Senegal,M,Education,No education,... if she argues with him,1/1/2017,22.9
127,Senegal,M,Education,Primary,... if she argues with him,1/1/2017,18.9
127,Senegal,M,Education,Secondary,... if she argues with him,1/1/2017,17.7
57,Senegal,M,Education,Higher,... if she burns the food,1/1/2017,1.1
57,Senegal,M,Education,No education,... if she burns the food,1/1/2017,7.5
57,Senegal,M,Education,Primary,... if she burns the food,1/1/2017,6.5
57,Senegal,M,Education,Secondary,... if she burns the food,1/1/2017,6.3
197,Senegal,M,Education,Higher,... if she goes out without telling him,1/1/2017,3.3
197,Senegal,M,Education,No education,... if she goes out without telling him,1/1/2017,18.3
197,Senegal,M,Education,Primary,... if she goes out without telling him,1/1/2017,13.9
197,Senegal,M,Education,Secondary,... if she goes out without telling him,1/1/2017,12.1
267,Senegal,M,Education,Higher,... if she neglects the children,1/1/2017,3.1
267,Senegal,M,Education,No education,... if she neglects the children,1/1/2017,20.9
267,Senegal,M,Education,Primary,... if she neglects the children,1/1/2017,15.8
267,Senegal,M,Education,Secondary,... if she neglects the children,1/1/2017,16.8
337,Senegal,M,Education,Higher,... if she refuses to have sex with him,1/1/2017,0.8
337,Senegal,M,Education,No education,... if she refuses to have sex with him,1/1/2017,15.7
197,Senegal,M,Residence,Urban,... if she goes out without telling him,1/1/2017,8
267,Senegal,M,Residence,Rural,... if she neglects the children,1/1/2017,24.3
267,Senegal,M,Residence,Urban,... if she neglects the children,1/1/2017,10.4
337,Senegal,M,Residence,Rural,... if she refuses to have sex with him,1/1/2017,17.9
337,Senegal,M,Residence,Urban,... if she refuses to have sex with him,1/1/2017,5.5
408,Sierra Leone,F,Age,15-24,... for at least one specific reason,1/1/2013,58.8
408,Sierra Leone,F,Age,25-34,... for at least one specific reason,1/1/2013,66
408,Sierra Leone,F,Age,35-49,... for at least one specific reason,1/1/2013,64.8
128,Sierra Leone,F,Age,15-24,... if she argues with him,1/1/2013,44.3
128,Sierra Leone,F,Age,25-34,... if she argues with him,1/1/2013,49.6
128,Sierra Leone,F,Age,35-49,... if she argues with him,1/1/2013,49.7
58,Sierra Leone,F,Age,15-24,... if she burns the food,1/1/2013,16.9
58,Sierra Leone,F,Age,25-34,... if she burns the food,1/1/2013,19.6
58,Sierra Leone,F,Age,35-49,... if she burns the food,1/1/2013,18.7
198,Sierra Leone,F,Age,15-24,... if she goes out without telling him,1/1/2013,48.6
198,Sierra Leone,F,Age,25-34,... if she goes out without telling him,1/1/2013,56.2
198,Sierra Leone,F,Age,35-49,... if she goes out without telling him,1/1/2013,55.3
268,Sierra Leone,F,Age,15-24,... if she neglects the children,1/1/2013,49.1
408,Sierra Leone,F,Education,No education,... for at least one specific reason,1/1/2013,69.3
408,Sierra Leone,F,Education,Primary,... for at least one specific reason,1/1/2013,59.4
408,Sierra Leone,F,Education,Secondary,... for at least one specific reason,1/1/2013,54.6
128,Sierra Leone,F,Education,Higher,... if she argues with him,1/1/2013,17
128,Sierra Leone,F,Education,No education,... if she argues with him,1/1/2013,55
128,Sierra Leone,F,Education,Primary,... if she argues with him,1/1/2013,43
128,Sierra Leone,F,Education,Secondary,... if she argues with him,1/1/2013,37.9
58,Sierra Leone,F,Education,Higher,... if she burns the food,1/1/2013,4
58,Sierra Leone,F,Education,No education,... if she burns the food,1/1/2013,22
58,Sierra Leone,F,Education,Primary,... if she burns the food,1/1/2013,17.6
58,Sierra Leone,F,Education,Secondary,... if she burns the food,1/1/2013,12.7
198,Sierra Leone,F,Education,Higher,... if she goes out without telling him,1/1/2013,25.3
198,Sierra Leone,F,Education,No education,... if she goes out without telling him,1/1/2013,59.4
198,Sierra Leone,F,Education,Primary,... if she goes out without telling him,1/1/2013,50.3
198,Sierra Leone,F,Education,Secondary,... if she goes out without telling him,1/1/2013,44.1
268,Sierra Leone,F,Education,Higher,... if she neglects the children,1/1/2013,24.2
268,Sierra Leone,F,Education,No education,... if she neglects the children,1/1/2013,59.3
268,Sierra Leone,F,Education,Primary,... if she neglects the children,1/1/2013,50.9
268,Sierra Leone,F,Education,Secondary,... if she neglects the children,1/1/2013,44.2
269,South Africa,F,Employment,Employed for cash,... if she neglects the children,1/1/2016,3.1
269,South Africa,F,Employment,Employed for kind,... if she neglects the children,1/1/2016,8.6
269,South Africa,F,Employment,Unemployed,... if she neglects the children,1/1/2016,4.2
339,South Africa,F,Employment,Employed for cash,... if she refuses to have sex with him,1/1/2016,0.8
409,South Africa,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,1/1/2016,6.8
129,South Africa,F,Marital status,Married or living together,... if she argues with him,1/1/2016,2
129,South Africa,F,Marital status,Never married,... if she argues with him,1/1/2016,2.2
129,South Africa,F,Marital status,"Widowed, divorced, separated",... if she argues with him,1/1/2016,3.1
59,South Africa,F,Marital status,Married or living together,... if she burns the food,1/1/2016,0.9
59,South Africa,F,Marital status,Never married,... if she burns the food,1/1/2016,1
59,South Africa,F,Marital status,"Widowed, divorced, separated",... if she burns the food,1/1/2016,0.9
199,South Africa,F,Marital status,Married or living together,... if she goes out without telling him,1/1/2016,2.4
199,South Africa,F,Marital status,Never married,... if she goes out without telling him,1/1/2016,1.8
199,South Africa,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,1/1/2016,2.8
269,South Africa,F,Marital status,Married or living together,... if she neglects the children,1/1/2016,3.3
410,Tajikistan,F,Age,15-24,... for at least one specific reason,1/1/2017,55.7
410,Tajikistan,F,Age,25-34,... for at least one specific reason,1/1/2017,69.7
410,Tajikistan,F,Age,35-49,... for at least one specific reason,1/1/2017,66.5
130,Tajikistan,F,Age,15-24,... if she argues with him,1/1/2017,44.5
130,Tajikistan,F,Age,25-34,... if she argues with him,1/1/2017,58.2
130,Tajikistan,F,Age,35-49,... if she argues with him,1/1/2017,55.5
60,Tajikistan,F,Age,15-24,... if she burns the food,1/1/2017,25
60,Tajikistan,F,Age,25-34,... if she burns the food,1/1/2017,35
60,Tajikistan,F,Age,35-49,... if she burns the food,1/1/2017,29.3
200,Tajikistan,F,Age,15-24,... if she goes out without telling him,1/1/2017,43.4
200,Tajikistan,F,Age,25-34,... if she goes out without telling him,1/1/2017,58.3
200,Tajikistan,F,Age,35-49,... if she goes out without telling him,1/1/2017,53.5
270,Tajikistan,F,Age,15-24,... if she neglects the children,1/1/2017,43.1
270,Tajikistan,F,Age,25-34,... if she neglects the children,1/1/2017,55.3
270,Tajikistan,F,Age,35-49,... if she neglects the children,1/1/2017,52.4
340,Tajikistan,F,Age,15-24,... if she refuses to have sex with him,1/1/2017,19.6
340,Tajikistan,F,Age,25-34,... if she refuses to have sex with him,1/1/2017,33.1
340,Tajikistan,F,Age,35-49,... if she refuses to have sex with him,1/1/2017,28.4
410,Tajikistan,F,Education,Higher,... for at least one specific reason,1/1/2017,51.7
410,Tajikistan,F,Education,No education,... for at least one specific reason,1/1/2017,66
410,Tajikistan,F,Education,Primary,... for at least one specific reason,1/1/2017,67.7
410,Tajikistan,F,Education,Secondary,... for at least one specific reason,1/1/2017,66
130,Tajikistan,F,Education,Higher,... if she argues with him,1/1/2017,40.9
130,Tajikistan,F,Education,No education,... if she argues with him,1/1/2017,57.8
130,Tajikistan,F,Education,Primary,... if she argues with him,1/1/2017,55.8
130,Tajikistan,F,Education,Secondary,... if she argues with him,1/1/2017,54.6
60,Tajikistan,F,Education,Higher,... if she burns the food,1/1/2017,19.2
60,Tajikistan,F,Education,No education,... if she burns the food,1/1/2017,41.7
60,Tajikistan,F,Education,Primary,... if she burns the food,1/1/2017,40.2
60,Tajikistan,F,Education,Secondary,... if she burns the food,1/1/2017,31.1
200,Tajikistan,F,Education,Higher,... if she goes out without telling him,1/1/2017,36.2
200,Tajikistan,F,Education,No education,... if she goes out without telling him,1/1/2017,61.6
200,Tajikistan,F,Education,Primary,... if she goes out without telling him,1/1/2017,59
200,Tajikistan,F,Education,Secondary,... if she goes out without telling him,1/1/2017,54.1
270,Tajikistan,F,Education,Higher,... if she neglects the children,1/1/2017,36.6
270,Tajikistan,F,Education,No education,... if she neglects the children,1/1/2017,58.3
270,Tajikistan,F,Education,Primary,... if she neglects the children,1/1/2017,56.8
270,Tajikistan,F,Education,Secondary,... if she neglects the children,1/1/2017,52.4
340,Tajikistan,F,Education,Higher,... if she refuses to have sex with him,1/1/2017,16.5
340,Tajikistan,F,Education,No education,... if she refuses to have sex with him,1/1/2017,41.7
340,Tajikistan,F,Education,Primary,... if she refuses to have sex with him,1/1/2017,32.4
340,Tajikistan,F,Education,Secondary,... if she refuses to have sex with him,1/1/2017,28.3
410,Tajikistan,F,Employment,Employed for cash,... for at least one specific reason,1/1/2017,58.3
410,Tajikistan,F,Employment,Employed for kind,... for at least one specific reason,1/1/2017,63.6
410,Tajikistan,F,Employment,Unemployed,... for at least one specific reason,1/1/2017,65.1
130,Tajikistan,F,Employment,Employed for cash,... if she argues with him,1/1/2017,46.9
130,Tajikistan,F,Employment,Employed for kind,... if she argues with him,1/1/2017,51.3
130,Tajikistan,F,Employment,Unemployed,... if she argues with him,1/1/2017,53.9
60,Tajikistan,F,Employment,Employed for cash,... if she burns the food,1/1/2017,24.9
60,Tajikistan,F,Employment,Employed for kind,... if she burns the food,1/1/2017,25.1
60,Tajikistan,F,Employment,Unemployed,... if she burns the food,1/1/2017,31.2
200,Tajikistan,F,Employment,Employed for cash,... if she goes out without telling him,1/1/2017,45.7
200,Tajikistan,F,Employment,Employed for kind,... if she goes out without telling him,1/1/2017,51.2
200,Tajikistan,F,Employment,Unemployed,... if she goes out without telling him,1/1/2017,52.9
270,Tajikistan,F,Employment,Employed for cash,... if she neglects the children,1/1/2017,44.1
270,Tajikistan,F,Employment,Employed for kind,... if she neglects the children,1/1/2017,51.5
270,Tajikistan,F,Employment,Unemployed,... if she neglects the children,1/1/2017,51.5
340,Tajikistan,F,Employment,Employed for cash,... if she refuses to have sex with him,1/1/2017,22.3
340,Tajikistan,F,Employment,Employed for kind,... if she refuses to have sex with him,1/1/2017,23.7
340,Tajikistan,F,Employment,Unemployed,... if she refuses to have sex with him,1/1/2017,28.1
410,Tajikistan,F,Marital status,Married or living together,... for at least one specific reason,1/1/2017,70.1
410,Tajikistan,F,Marital status,Never married,... for at least one specific reason,1/1/2017,43.4
410,Tajikistan,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,1/1/2017,59.5
130,Tajikistan,F,Marital status,Married or living together,... if she argues with him,1/1/2017,59.3
130,Tajikistan,F,Marital status,Never married,... if she argues with him,1/1/2017,30.8
130,Tajikistan,F,Marital status,"Widowed, divorced, separated",... if she argues with him,1/1/2017,47
60,Tajikistan,F,Marital status,Married or living together,... if she burns the food,1/1/2017,33.4
60,Tajikistan,F,Marital status,Never married,... if she burns the food,1/1/2017,17.6
60,Tajikistan,F,Marital status,"Widowed, divorced, separated",... if she burns the food,1/1/2017,27.6
200,Tajikistan,F,Marital status,Married or living together,... if she goes out without telling him,1/1/2017,58.4
200,Tajikistan,F,Marital status,Never married,... if she goes out without telling him,1/1/2017,29.5
200,Tajikistan,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,1/1/2017,46.4
270,Tajikistan,F,Marital status,Married or living together,... if she neglects the children,1/1/2017,55.7
270,Tajikistan,F,Marital status,Never married,... if she neglects the children,1/1/2017,31.5
270,Tajikistan,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,1/1/2017,48.5
340,Tajikistan,F,Marital status,Married or living together,... if she refuses to have sex with him,1/1/2017,32.3
340,Tajikistan,F,Marital status,Never married,... if she refuses to have sex with him,1/1/2017,8.3
340,Tajikistan,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,1/1/2017,27.7
410,Tajikistan,F,Residence,Rural,... for at least one specific reason,1/1/2017,66.4
410,Tajikistan,F,Residence,Urban,... for at least one specific reason,1/1/2017,55.1
130,Tajikistan,F,Residence,Rural,... if she argues with him,1/1/2017,54.7
130,Tajikistan,F,Residence,Urban,... if she argues with him,1/1/2017,45.1
60,Tajikistan,F,Residence,Rural,... if she burns the food,1/1/2017,31.6
60,Tajikistan,F,Residence,Urban,... if she burns the food,1/1/2017,23.5
200,Tajikistan,F,Residence,Rural,... if she goes out without telling him,1/1/2017,54.8
341,Tanzania,F,Education,No education,... if she refuses to have sex with him,1/1/2015,41.9
341,Tanzania,F,Education,Primary,... if she refuses to have sex with him,1/1/2015,34.1
341,Tanzania,F,Education,Secondary,... if she refuses to have sex with him,1/1/2015,14.5
411,Tanzania,F,Employment,Employed for cash,... for at least one specific reason,1/1/2015,53.3
